title,category
The Worst Witch Saves the Day,None
"The Eye of the World: The Graphic Novel, Volume One",___ of ___
Dragon's Moon,None
The Druid's Tune,The Adj Noun
Growling For Mine,None
Andromeda Klein,None
The Hacker and the Ants,___ and ___
Grimm's Fairy Stories,None
Once Burned,None
M.Y.T.H. Inc. Link,None
The Iron Hunt,The Adj Noun
Heroes at Risk,None
"Batman: Knightfall, Vol. 1",None
Traitor,One Word
Merion of the Stones,___ of ___
101 Dalmatians,None
Picture Maker,None
Redeeming Zorus,None
Catalyst,One Word
The Jolly Christmas Postman,None
The Worst Witch All at Sea,None
The Technician,"""The"" One Word"
Generation Warriors,None
Moon Burning,None
Withering-By-Sea,One Word
The Golden Pine Cone,None
The Ice Dragon,The Adj Noun
Timeskipper,One Word
Spaceland,One Word
A Wrinkle in Time: The Graphic Novel,None
Prime Directive,None
Darkness Calls,None
Monster,One Word
Walt Disney's Alice in Wonderland Meets the White Rabbit (A Little Golden Book),None
Dream Weaver,None
Stealing Coal,None
The Swing in the Summerhouse,None
"Astonishing X-Men, Volume 2: Dangerous",None
The Giant Jam Sandwich,None
Neptune Crossing,None
Surrender to the Will of the Night,___ of ___
"Dr. Strangelove, or How I Learned to Stop Worrying and Love the Bomb",___ and ___
A Shadow of Light,___ of ___
Master of Space and Time,___ of ___
Melmoth the Wanderer,None
The Child of Mystery,___ of ___
The Return,"""The"" One Word"
Golden: A Retelling of Rapunzel,___ of ___
Castle,One Word
Wormwood: A Collection of Short Stories,___ of ___
A Wild Light,None
House of Shards,___ of ___
Chain Letter,None
Resenting the Hero,None
When the Wind Blows,None
Subterranean,One Word
Touching Ice,None
The Diamond in the Window,None
The Lost Twin,The Adj Noun
Empire of Light,___ of ___
Last Exit to Babylon,None
The City Who Fought,None
Lord of the Silent Kingdom,___ of ___
A Blaze of Sun,___ of ___
Deluge,One Word
Dark Mirror,None
Drantos,One Word
Beauty Sleep: A Retelling of Sleeping Beauty,___ of ___
Doctor Who: The Ancestor Cell,None
Timeless,One Word
Pocahontas,One Word
Melting Iron,None
Power Lines,None
The Tyranny of the Night,___ of ___
The Green Knight,The Adj Noun
Fata Morgana,None
A Castle of Sand,___ of ___
Q-Squared,One Word
Son of the Dragon,___ of ___
Waking the Beast,None
"Lafcadio, the Lion Who Shot Back",None
Haunted,One Word
"The Legend of Drizzt Boxed Set, Books 11-13",___ of ___
Gnomes,One Word
Heartless,One Word
Spin State,None
Blue Fire,None
The King's Pleasure,The Adj Noun
Kissing Steel,None
Beauty,One Word
Power Play,None
She is the Darkness,None
Arena,One Word
Brat Pack,None
Storm of the Century,___ of ___
Swordspoint,One Word
A Mate for York,None
The Boy Detective Fails,None
The Heritage of Hastur,___ of ___
The Thousand Orcs,The Adj Noun
The Sword,"""The"" One Word"
Steelhands,One Word
The Book of Blood and Shadow,___ of ___
The Shifter,"""The"" One Word"
In the Garden of Iden,___ of ___
Fated,One Word
The Swordswoman,"""The"" One Word"
Himself,One Word
A Clash of Storms,___ of ___
Software,One Word
Little Bad Wolf and Red Riding Hood,___ and ___
Gladiator,One Word
My Diary from the Edge of the World,___ of ___
Who's Afraid of the Big Bad Book?,___ of ___
Jacob Two-Two Meets the Hooded Fang,None
Myth-Nomers and Im-Pervections,___ and ___
The Last Dragonlord,The Adj Noun
Shadow Magic,None
The Secret of the Great Red Spot,___ of ___
Blood Drive,None
Silence: Part Two of Echoes & Silence,___ of ___
Dangerous Deception,None
Paradox,One Word
Get Jiro!,None
Jakke,One Word
"Olive, the Other Reindeer",None
Shambling Towards Hiroshima,None
"Tom Strong, Book 6",None
Disney's The Little Mermaid: Classic Storybook,None
Inside the Illusion,None
Tropic of Orange,___ of ___
Dancing With Werewolves,None
The Watcher,"""The"" One Word"
In the Time of Dragon Moon,___ of ___
The Golden Transcendence,The Adj Noun
Crystal Rain,None
The Aylesford Skull,The Adj Noun
Fated Mates,None
Lord John and the Hellfire Club,___ and ___
Dispatch,One Word
The Dance of Time,___ of ___
Prince of Hazel and Oak,___ of ___
Below the Root,None
Battle Lines,None
Double Star,None
Legacy,One Word
Lies in Blood,None
Working God's Mischief,None
"xxxHolic, Vol. 5",None
The Seeker,"""The"" One Word"
This Is the Way the World Ends,None
Unraveled,One Word
Forerunner Foray,None
The Fallon Blood,The Adj Noun
The Resort,"""The"" One Word"
"Pandora Hearts, Volume 8",None
Fortune's Stroke,None
One Enchanted Evening,None
Chosen,One Word
The Bite Before Christmas,None
Ringworld's Children,None
The House on the Borderland,None
Hogwarts: An Incomplete and Unreliable Guide,___ and ___
Brain Wave,None
For the Hope of a Crow,___ of ___
Stolen by an Alien,None
Exit Strategy,None
City of Truth,___ of ___
"Fables, Vol. 4: March of the Wooden Soldiers",___ of ___
"Pandora Hearts, Volume 9",None
From This Moment On,None
Retribution,One Word
Doctor Who: Apollo 23,None
Eve's Diary,None
Winterspell,One Word
3001: The Final Odyssey,None
The Ringworld Throne,The Adj Noun
The Providence of Fire,___ of ___
Phule's Company,None
"Thor by J. Michael Straczynski, Volume 1",None
The Illustrated World of Mortal Engines,___ of ___
Looking for Jake,None
"xxxHolic, Vol. 11",None
Blameless in Abaddon,None
"Swamp Thing, Vol. 3: The Curse",None
Unclean Jobs for Women and Girls,___ and ___
"Pandora Hearts, Volume 7",None
A Blessing on the Moon,None
The Iron Man: [A Children's Story In Five Nights],None
Another Chance to Dream,None
Treasure Box,None
It Sleeps in Me,None
Fudoki,One Word
Crossroads,One Word
Demon of Undoing,___ of ___
Hold,One Word
The Amaranth Enchantment,The Adj Noun
Only Begotten Daughter,None
"Top 10, Vol. 2",None
"The Yggyssey: How Iggy Wondered What Happened to All the Ghosts, Found Out Where TheyWent, and Went There",___ and ___
A Dance Through Time,None
Red Spikes,None
The Book of Joby,___ of ___
Haunted,One Word
Uprising,One Word
The King's Equal,The Adj Noun
Dark Secrets,None
T2: Infiltrator,None
From the Dust Returned,None
"The Wall of the Sky, the Wall of the Eye",___ of ___
Mrs. Marlowe's Mice,None
Angel Star,None
Jinian Footseer,None
"Swamp Thing, Vol. 5: Earth to Earth",None
Nutshell Library,None
The Witch of Cologne,___ of ___
"The Neddiad: How Neddie Took the Train, Went to Hollywood, and Saved Civilization",___ and ___
Black Juice,None
Blood Bond,None
"Black Butler, Vol. 16",None
Girl in Landscape,None
The Shrinking of Treehorn,___ of ___
After Long Silence,None
"Swamp Thing, Vol. 6: Reunion",None
Walt Disney's Santa's Toy Shop (A Little Golden Book),None
Adventures of a Cat-Whiskered Girl,___ of ___
ReBorn,One Word
The Life and Adventures of Santa Claus,___ of ___
The Adventures of the Stainless Steel Rat,___ of ___
Hild,One Word
Shadow,One Word
Scarlett Angelina Wolverton-Manning,None
Gloom Cookie Volume 1,None
Lovesick,One Word
"Swamp Thing, Vol. 2: Love and Death",___ and ___
"Summer, Fireworks, and My Corpse",___ and ___
"Hellboy: Weird Tales, Vol. 1",None
Joe,One Word
ReAwakened,One Word
I Was a Rat!,None
Sunborn,One Word
The Hallowed Hunt,The Adj Noun
Tim Burton's The Nightmare Before Christmas,None
The Annotated Brothers Grimm,None
Wings,One Word
Dovis,One Word
"Button, Button: Uncanny Stories",None
Courting Magic,None
Zombie Lover,None
ReVamped,One Word
"Black Butler, Vol. 19",None
"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies",___ of ___
Swords and Ice Magic,___ and ___
D'Aulaires' Norse Gods and Giants,___ and ___
Roses in Moonlight,None
Crimson Rising,None
Archangel's Shadows,None
Xanth: The Quest for Magic,None
Thendara House,None
The Whispering Skull,The Adj Noun
"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists",___ of ___
Wetware,One Word
The Spurs,"""The"" One Word"
The Chronicles of Pern: First Fall,___ of ___
Phaze Doubt,None
Tremble,One Word
Wild Blood,None
Arena Mode,None
Courtney Crumrin and the Night Things,___ and ___
Pythen,One Word
Sons of Liberty,___ of ___
A Case of Conscience,___ of ___
The Girl of Fire and Thorns Complete Collection,___ of ___
Unicorn Point,None
Midnight's Choice,None
Captain Vorpatril's Alliance,None
Pirate Sun,None
The White Bone,The Adj Noun
Way Down Deep,None
Metal Gear Solid,None
The Complete Adventures of Curious George,___ of ___
The Winter Witch,The Adj Noun
Geis of the Gargoyle,___ of ___
Celestra: Books 1-3,None
King City,None
Kingdom Come: The Final Victory,None
"Wishes, Kisses, and Pigs",___ and ___
Thyla,One Word
The Tale of Mrs. Tittlemouse,___ of ___
Zot!: The Complete Black-and-White Collection: 1987-1991,None
My Life as a White Trash Zombie,None
"Prophet, Volume 1: Remission",None
"A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)",___ and ___
Vex,One Word
Watching Over the Watcher,None
Endless Universe,None
The Dirt on Ninth Grave,None
I Was So Mad,None
The Hopkins Manuscript,The Adj Noun
The Arcav King's Mate,None
Shattered Sky,None
The Gap Into Madness: Chaos and Order,___ and ___
The Vanishing Pumpkin,The Adj Noun
The Walls of the Universe,___ of ___
Silver,One Word
Isle of the Dead,___ of ___
"Prophet, Volume 2: Brothers",None
Robot Adept,None
The Firework-Maker's Daughter,The Adj Noun
Contagion,One Word
"Wires and Nerve, Volume 2: Gone Rogue",___ and ___
The Pirates! In an Adventure with Scientists,None
"The Melancholy of Suzumiya Haruhi-chan: The Untold Adventures of the SOS Brigade, Vol. 01",___ of ___
Broken Universe,None
Harpy Thyme,None
Toxic Part One,None
Fiendish,One Word
"Uncle Remus; or, The Story of Mr. Fox and Brer Rabbit",___ of ___
The Basilisk’s Lair,The Adj Noun
The Burning Page,The Adj Noun
The Gap Into Power: A Dark and Hungry God Arises,___ and ___
"Angel: After the Fall, Volume 1",None
Charmed,One Word
Vacuum Flowers,None
Mr. Tiger Goes Wild,None
Question Quest,None
Archon,One Word
Arafel's Saga,None
Theodosia and the Last Pharaoh,___ and ___
Undetected,One Word
Nameless Fate,None
Elemental,One Word
Fractured,One Word
Marked,One Word
Daughter of Helaman,___ of ___
A Clockwork Orange,None
The Road,"""The"" One Word"
Atlas Shrugged,None
Flowers for Algernon,None
Blindness,One Word
Never Let Me Go,None
Breakfast of Champions,___ of ___
The Blind Assassin,The Adj Noun
Gravity's Rainbow,None
Anthem,One Word
Digital Fortress,None
Naked Lunch,None
On the Beach,None
Deception Point,None
White Noise,None
Mother Night,None
Rant,One Word
Naked in Death,None
Unparalleled,One Word
"Tomorrow, When the War Began",None
Crash,One Word
The Cadaver Factory,The Adj Noun
Conjunction,One Word
Utopia,One Word
Bird Box,None
Congo,One Word
The V Girl: A Coming Of Age Story,___ of ___
Concrete Island,None
"God Bless You, Mr. Rosewater",None
The Ancestor,"""The"" One Word"
Fatherland,One Word
Adjustment Day,None
High-Rise,One Word
Welcome to the Monkey House,None
The Circle,"""The"" One Word"
Little Brother,None
The Soft Machine,The Adj Noun
Map of Bones,___ of ___
The Plot Against America,None
State of Fear,___ of ___
The Stepford Wives,The Adj Noun
Glory in Death,None
More Happy Than Not,None
The Possibility of an Island,___ of ___
How I Live Now,None
Dark Inside,None
In the Country of Last Things,___ of ___
Running Out of Time,___ of ___
"Akira, Vol. 1",None
Into the Forest,None
Ice Station,None
The Boys from Brazil,None
Deep Storm,None
One Second After,None
The Starbirth Assignment: Shifter,None
Against the Day,None
The Testaments,"""The"" One Word"
I Am Waltz,None
The Lottery,"""The"" One Word"
The Case of the Displaced Detective: The Arrival,___ of ___
R.U.R.,One Word
"Transmetropolitan, Vol. 1: Back on the Street",None
"Attack on Titan, Vol. 1",None
"The Walking Dead, Book One",None
Fade,One Word
Holiday in Death,None
Nerve,One Word
The Wall,"""The"" One Word"
Improbable,One Word
Ark Angel,None
The Day Lasts More Than a Hundred Years,None
False Memory,None
Love in the Ruins,None
Dermaphoria,One Word
Children of Paranoia,___ of ___
The Beginning,"""The"" One Word"
The Day After Tomorrow,None
The Stolen: Two Short Stories,None
Ghost in the Shell,None
Seeing,One Word
It Can't Happen Here,None
The Shifter Dimension,The Adj Noun
Bluebeard,One Word
Airframe,One Word
The Silent Corner,The Adj Noun
Deadeye Dick,None
The Interludes,"""The"" One Word"
At the Edge of the Universe,___ of ___
The Judas Strain,The Adj Noun
Beelzebub's Tales to His Grandson,None
Zoo,One Word
The Last Oracle,The Adj Noun
Ashfall,One Word
Gravity,One Word
The Other Side of Dawn,___ of ___
Split Second,None
The Doomsday Conspiracy,The Adj Noun
Fail-Safe,One Word
Rising Sun,None
Vengeance in Death,None
Blood Ties,None
Noggin,One Word
Atlantis Found,None
The Third Twin,The Adj Noun
The Genetic Lottery,The Adj Noun
Leo Gray and the Lunar Eclipse,___ and ___
Battle Angel Alita,None
Veterans of the Psychic Wars,___ of ___
No Safety in Numbers,None
Born in Death,None
Innocent in Death,None
Black Order,None
Makers,One Word
The Way We Fall,None
The Dog Stars,The Adj Noun
The Loners,"""The"" One Word"
The Sacrifice,"""The"" One Word"
Corpalism,One Word
The Dead,"""The"" One Word"
The Fear,"""The"" One Word"
Parallel Roads (Lost on Route 66): Time Travel the Mother Road,None
The Last Town,The Adj Noun
"Saga, Vol. 2",None
Cosmic Banditos,None
The Satan Bug,The Adj Noun
Judgment in Death,None
In Search of the Castaways; or the Children of Captain Grant,___ of ___
Disclosure,One Word
Afterimage,One Word
"The Walking Dead, Vol. 2: Miles Behind Us",None
"The Walking Dead, Vol. 3: Safety Behind Bars",None
The Iron Heel,The Adj Noun
Walden Two,None
Bloodline,One Word
Last Light,None
Destination Moon,None
The House of Thunder,___ of ___
A Case of Need,___ of ___
Remember When,None
Explorers on the Moon,None
Sandstorm,One Word
"God Bless You, Dr. Kevorkian",None
While I Live,None
All These Things I've Done,None
Superman for All Seasons,None
Reliquary,One Word
Burning For Revenge,None
The Night Is for Hunting,None
The Face of Another,___ of ___
Immortal in Death,None
The One,"""The"" One Word"
Blood Ransom,None
Eden,One Word
A Game of Gods,___ of ___
Allegiant: The Ultimate Interactive Quiz Book (Divergent Series Quiz Books 3),None
Outside,One Word
Outpassage,One Word
"Exploits & Opinions of Dr. Faustroll, Pataphysician: A Neo-Scientific Novel",___ of ___
Memory Wall,None
Don't Turn Around,None
The Bone Labyrinth,The Adj Noun
Evenfall: Volume 1: Director's Cut,None
The Untold Legend of the Batman,___ of ___
The Dead of Night,___ of ___
Blood Crazy,None
We All Looked Up,None
The Foundation Pit,The Adj Noun
God's Debris: A Thought Experiment,None
Wayward,One Word
Front Lines,None
Armageddon in Retrospect: And Other New and Unpublished Writings on War and Peace,___ and ___
Altar of Eden,___ of ___
48,One Word
Sweet,One Word
The Things That Keep Us Here,None
The Hunted,"""The"" One Word"
#Murdertrending,One Word
The Compound,"""The"" One Word"
The End,"""The"" One Word"
The Devil Colony,The Adj Noun
After Many a Summer Dies the Swan,None
Pastoralia,One Word
The Silver Eyes,The Adj Noun
The Perfect Wife,The Adj Noun
The Fallen,"""The"" One Word"
Specimen Days,None
"My Cousin, My Gastroenterologist",None
Super-Cannes,One Word
Patriots,One Word
The Rising,"""The"" One Word"
The Heart Goes Last,None
Conspiracy in Death,None
Plague of the Dead,___ of ___
Celebrity in Death,None
Intwine,One Word
Complicity,One Word
Ashen Winter,None
The White Disease,The Adj Noun
Chasers,One Word
Flight 714 to Sydney,None
"The Walking Dead, Vol. 12: Life Among Them",None
Sky on Fire,None
Runner,One Word
Truancy City,None
Storm,One Word
Nova Express,None
Ape and Essence,___ and ___
CivilWarLand in Bad Decline,None
The Voices of a Distant Star,___ of ___
Delusion in Death,None
Portrait in Death,None
Purity in Death,None
"The Walking Dead, Vol. 6: This Sorrowful Life",None
The Doomsday Key,The Adj Noun
"The Walking Dead, Vol. 7: The Calm Before",None
A Killing Frost,None
Supergod,One Word
Behind the Gates,None
"Appleseed, Vol. 1: The Promethean Challenge",None
Run for Cover,None
Circle of Flight,___ of ___
Incurable,One Word
Married with Zombies,None
Vigilante,One Word
Masterminds,One Word
Kallocain,One Word
Shadow Fires,None
Messiah,One Word
