title,series,author,rating,pages,publishDate,numRatings,category
Uncle,Uncle #1,"J.P. Martin, Quentin Blake (Illustrator)",3.96,176,2007-07-10,345,One Word
Beauty and the Beast,N/A,"Charles Perrault, William B. Jones Jr. (Author notes), Dik Browne (Illustrator)",4.04,48,2005-01-28,345,Blank and Blank
Castle of the Wolf,N/A,Sandra Schwab (Goodreads Author),3.63,320,2007-05-01,345,Blank of Blank
Endless Magic,Stella Mayweather #6,Camilla Chafer (Goodreads Author),4.36,243,2016-04-14,345,None
Ghost in the Machine,Corwint Central Agent Files #1,C.E. Kilgore (Goodreads Author),3.69,392,2012-10-21,344,None
Basilisk,N/A,N.M. Browne,3.34,320,2006-05-30,344,One Word
Legacy,Legacy #1,Ellery A. Kane (Goodreads Author),3.70,258,2014-09-05,344,One Word
The Iron-Jawed Boy,The Guardians of Illyria #1,Nikolas Lee,4.17,274,Published,343,The Adjective Noun
Beasts of New York,N/A,Jon Evans (Goodreads Author),4.33,256,2010-10-01,343,Blank of Blank
The Banshee's Embrace,The Banshee's Embrace Trilogy #1,Victoria Richards (Goodreads Author),3.53,117,2012-08-09,343,The Adjective Noun
Um Sopro de Neve e Cinzas - Parte 2,"Outlander Split-Volume Edition #6, part 2",Diana Gabaldon (Goodreads Author),4.30,720,1905-07-02,343,None
Insatiability,Witkacy - Dzieła zebrane #3,"Stanisław Ignacy Witkiewicz, Louis Iribarne (Translator)",4.01,480,1998-03-01,343,One Word
Wo der Weihnachtsmann wohnt,N/A,Mauri Kunnas,4.50,48,1905-06-18,343,None
Sunblind,N/A,Michael McBride (Goodreads Author),4.09,384,2014-09-02,343,One Word
Magic America,N/A,C.E. Medford (Goodreads Author),3.81,244,2014-07-02,342,None
The Corridor,The Corridor #1,A.N. Willis (Goodreads Author),3.67,208,2015-06-23,342,The One Word
The Water Of Life: A Tale From The Brothers Grimm,Grimms Kinder- und Hausmärchen #97,"Jacob Grimm, Wilhelm Grimm, Barbara Rogasky, Trina Schart Hyman (Illustrator)",4.11,40,1991-09-01,342,Blank of Blank
Dungeon Core Academy 1,Dungeon Core Academy #1,Alex Oakchest,3.96,159,2019-10-09,341,None
The Firebringer Trilogy,Firebringer #1-3,Meredith Ann Pierce,4.40,549,2003-06-01,341,The Adjective Noun
Guarded,Tidewater #2,Mary Behre (Goodreads Author),3.61,320,2014-08-05,341,One Word
Death of the Mad Hatter,N/A,Sarah J. Pepper (Goodreads Author),4.02,333,2013-11-29,340,Blank of Blank
Melancholy Elephants,N/A,Spider Robinson,4.10,244,1985-05-28,340,None
Sunrise in the West,Brothers of Gwynedd #1,Edith Pargeter,3.90,0,1997-09-01,340,None
Becoming the Villainess,N/A,Jeannine Hall Gailey (Goodreads Author),4.22,96,2006-03-05,340,None
Desires Unleashed,Knights of the Darkness Chronicles #1,D.N. Simmons (Goodreads Author),3.40,294,2011-01-05,339,None
"Spice and Wolf, Vol. 17",狼と香辛料 / Spice & Wolf: Light Novel #17,"Isuna Hasekura, Drunken Wolf Translations (Translator)",4.35,,2001-02-29,339,Blank and Blank
Blodspor i Transsylvanien,Freddy-serien #4,Dennis Jürgensen,3.80,95,1905-06-08,339,None
The Chataine's Guardian,The Annals of Lystra #1,Robin Hardy (Goodreads Author),4.46,224,Published,338,The Adjective Noun
"Black (The Wings Trilogy, #2)",N/A,Angelina J. Steffort (Goodreads Author),4.32,510,2017-11-15,338,None
Thomas,The Deptford Histories #3,Robin Jarvis,4.09,512,1905-06-22,338,One Word
Spirit Bridge,Well Spring #3,James L. Rubart (Goodreads Author),4.45,372,2014-05-13,338,None
Black Wine,N/A,Candas Jane Dorsey,3.72,285,1997-11-15,337,None
Falling From the Tree,Darshian Tales #2,Ann Somerville (Goodreads Author),4.07,553,2006-06-28,337,None
Five Enchanted Roses,N/A,"Anne Elisabeth Stengl (Goodreads Author) (Editor), Kaycee Browning (Goodreads Author), Savannah Jezowski (Goodreads Author), Jenelle Leanne Schmidt (Goodreads Author), Dorian Tsukioka (Goodreads Author), Hayden Wand (Goodreads Author)",4.07,494,1905-07-07,337,None
Klatremus Og De Andre Dyrene I Hakkebakkeskogen,N/A,Thorbjørn Egner,4.17,93,1905-07-01,337,None
The Swing in the Summerhouse,Hall Family Chronicles #2,"Jane Langton, Erik Blegvad (Illustrator)",4.02,194,1981-10-07,337,None
Да пробудиш драконче,Драконче #1,"Николай Теллалов (Goodreads Author), Николай Светлев (Introduction), Габриела Петрова (Introduction), Нели Иванова (Introduction), Славена Илийчева (Introduction)",3.94,96,1905-07-01,336,None
The Legend of the Firefish,Trophy Chase #1,George Bryan Polivka (Goodreads Author),3.89,352,2007-03-01,336,Blank of Blank
The Curse of the Romanovs,N/A,Staton Rabin,3.43,288,2007-07-10,336,Blank of Blank
Darkness & Light,Holloway Pack #1,J.A. Belfield (Goodreads Author),3.72,412,2011-07-01,336,None
La Maravilla,N/A,Alfredo Véa,4.14,320,1994-04-01,335,None
A Glastonbury Romance,Wessex #2,John Cowper Powys,4.19,1120,1996-11-01,335,None
The Stonor Eagles,N/A,William Horwood,4.18,600,1905-06-08,335,The Adjective Noun
Rider,Spirals of Destiny #1,Jim Bernheimer (Goodreads Author),3.85,250,2010-06-10,335,One Word
Monument,N/A,Ian Graham,3.71,454,2005-02-22,335,One Word
Resurrection,Scions #1,Patrice Michelle (Goodreads Author),3.82,283,2008-01-01,335,One Word
Fire of Stars and Dragons,Stars and Souls #1,Melissa Petreshock (Goodreads Author),3.49,224,2014-04-29,334,Blank of Blank
Golak,Det Døde Land #1,Josefine Ottesen,3.59,323,2008-10-10,334,One Word
The Unleashing of Ren Crown,Ren Crown #4,Anne Zoelle (Goodreads Author),4.52,382,2016-08-05,334,Blank of Blank
The Circle of Stone,The Darkest Age #3,A.J. Lake,3.73,295,2008-04-01,334,Blank of Blank
The Obsidian Dagger: Being the Further Extraordinary Adventures of Horatio Lyle,Horatio Lyle #2,Catherine Webb,3.79,336,2006-09-07,334,Blank of Blank
The Room Beyond,N/A,Stephanie Elmas (Goodreads Author),3.69,319,2013-09-29,333,The Adjective Noun
Phaenomen,Phaenomen #1,Erik L'Homme,3.79,266,2008-03-01,333,One Word
The Wind Boy,N/A,"Ethel Cook Eliot, Shanon Hanse (Calligraphy)",4.20,237,1996-12-01,333,The Adjective Noun
Barefoot in the Head,N/A,Brian W. Aldiss,3.35,271,1905-06-23,333,None
Consumed,Rayne #2,Kate Cann,3.75,336,2011-02-01,333,One Word
The High Priest and the Idol,Lyremouth Chronicles #4,Jane Fletcher,4.09,325,2009-07-14,333,Blank and Blank
Thrall,N/A,Abigail Graham (Goodreads Author),3.55,271,2015-04-15,333,One Word
Dare to Be Scared: Thirteen Stories to Chill and Thrill,N/A,"Robert D. San Souci, David Ouimet (Illustrator)",3.80,144,2003-05-12,333,Blank and Blank
13,Tallent & Lowery #1,Amy Lignor (Goodreads Author),3.58,294,2012-12-01,333,One Word
Las Eternas,N/A,Victoria Álvarez,3.62,352,2012-11-05,333,None
Schasm,Schasm #1,Shari J. Ryan (Goodreads Author),3.74,372,2014-01-22,332,One Word
Torment,Bloodlines #2,Lindsay Anne Kendal (Goodreads Author),3.96,308,2011-11-01,331,One Word
Revelations,Ruin #2,Lucian Bane (Goodreads Author),4.30,134,2014-09-25,331,One Word
Tooth and Claw,Frank Frazetta's Death Dealer #3,"James Silke, Frank Frazetta (Illustrator)",4.02,342,1989-11-15,331,Blank and Blank
Blood and Light,Blood and Light Vampire #1,Rue Volley (Goodreads Author) (Pseudonym),4.09,568,2012-03-31,331,Blank and Blank
There May Be a Castle,N/A,Piers Torday (Goodreads Author),3.92,320,2016-10-06,331,None
The Changeling,Weald Fae Journals #2,Christopher Shields (Goodreads Author),4.13,300,2012-10-29,330,The One Word
Bob Moore: No Hero,Bob Moore #1,Tom Andry (Goodreads Author),3.66,186,2011-01-08,330,None
Beast Master's Planet: Omnibus of Beast Master and Lord of Thunder,Beast Master / Hosteen Storm #1 & 2,Andre Norton,4.19,368,2001-02-29,330,Blank of Blank
Circuit of Heaven,Circuit of Heaven #1,Dennis Danvers,4.02,384,1999-01-01,330,Blank of Blank
The Last Hunter: Collected Edition,Antarktos Saga #1-5,Jeremy Robinson (Goodreads Author),4.40,790,2013-12-05,330,None
The Dark Tower Omnibus,The Dark Tower: Graphic Novels #1-5,"Robin Furth (Adaptor), Peter David (Adaptor), Jae Lee (Illustrator), Richard Isanove (Illustrator), Stephen King (Goodreads Author) (Story)",4.45,1480,2011-09-21,329,None
Darkling,N/A,K.M. Rice,3.74,173,2013-06-25,329,One Word
Koan,Wolf's-own #3,Carole Cummings (Goodreads Author),4.16,310,2015-02-24,329,One Word
"Crosswind, Vol. 1",Crosswind #1-6,"Gail Simone, Cat Staggs (Illustrator and Co-Creator), Simon Bowland (Letterer)",3.88,128,2018-03-06,329,None
Prospero in Hell,Prospero's Daughter #2,L. Jagi Lamplighter (Goodreads Author),3.91,352,2010-08-17,329,None
"Shadoweyes, Volume One",Shadoweyes #1,Ross Campbell,3.84,204,2010-08-03,329,None
Waslala,N/A,Gioconda Belli,3.60,344,2006-06-01,328,One Word
Perijee and Me,N/A,Ross Montgomery (Goodreads Author),3.82,224,2016-09-13,328,Blank and Blank
Necropolis,N/A,Michael Dempsey (Goodreads Author),3.59,364,2011-10-04,328,One Word
Black Bullet - Novel 1,Black Bullet Light Novels #1,"Shiden Kanzaki, Morinohon, Saki Ukai, Rosa Vollmer (Translator)",4.11,312,2015-05-11,328,None
Distant Shores,Star Trek: Voyager,"Marco Palmieri (Editor), Kirsten Beyer (Goodreads Author) (Contributor), Ilsa J. Bick (Goodreads Author) (Contributor), Keith R.A. DeCandido (Goodreads Author) (Contributor), Robert Greenberger (Goodreads Author) (Contributor), Heather Jarman (Contributor), Terri Osborne (Contributor), Kim Sheard (Goodreads Author) (Contributor), more…",3.91,390,2005-09-13,328,None
Sons of Liberty,Metal Gear Solid #2,Raymond Benson (Goodreads Author),3.78,308,2009-11-24,328,Blank of Blank
デート・ア・ライブ - 十香デッドエンド / Date A Live - Dead End Tohka,デート・ア・ライブ / Date A Live #1,"Koushi Tachibana, 橘 公司, Tsunako (Illustrator), つなこ (Illustrator)",4.37,317,2011-03-19,327,None
Deadeye,Mutant Files #1,William C. Dietz (Goodreads Author),3.27,293,2015-01-27,327,One Word
"Hey Kid, Want to Buy a Bridge?",Time Warp Trio #11,"Jon Scieszka, Adam McCauley",3.70,80,2004-04-26,326,None
Resonance,The Fray Theory #1,Nelou Keramati (Goodreads Author),4.13,350,2016-08-31,325,One Word
Laird of the Wind,Celtic Nights #4,Susan King,3.78,352,1998-08-01,325,Blank of Blank
Ravenous,Monstrous #2,MarcyKate Connolly (Goodreads Author),3.91,432,2016-02-09,325,One Word
The Death: Quarantine,The Death Trilogy #1,"John W. Vance, G. Michael Hopf (Goodreads Author) (Foreword)",3.66,307,2014-09-30,325,The Adjective Noun
Breath of Angel,The Angelaeon Circle #1,Karyn Henley (Goodreads Author),3.66,277,2011-06-21,325,Blank of Blank
"The Foundation Novels 7-Book Bundle: Foundation, Foundation and Empire, Second Foundation, Foundation's Edge, Foundation and Earth, Prelude to Foundation, Forward the Foundation",Foundation (Publication Order) #1-7,Isaac Asimov,4.59,,2014-08-05,325,Blank and Blank
Groot #1,Groot #1,"Jeff Loveness, Brian Kesinger (Illustrator), Declan Shalvey (Illustrator), Jordie Bellaire (Illustrator)",4.26,23,Published,325,None
Phantom Prospect,Rogue Angel #27,"Alex Archer (pseudonym), Jon F. Merz (Goodreads Author)",3.69,320,2010-11-09,325,None
Taking the Bastile,Mémoires d’un médecin #3,Alexandre Dumas,3.81,628,2005-05-04,325,None
Violet Eyes,N/A,John Everson (Goodreads Author),3.86,280,2013-10-01,325,None
Los niños de Sukhavati,N/A,"Jostein Gaarder, Kirsti Baggethun (Translator), Asunción Lorenzo (Translator)",3.50,140,1905-06-26,325,None
"NORA: The Last Chronicle of Devildom, Vol. 1",Nora,Kazunari Kakei,3.94,208,2008-10-07,324,Blank of Blank
City of Strife,City of Spires #1,Claudie Arseneault (Goodreads Author),3.99,458,2017-02-22,324,Blank of Blank
Virgin,N/A,"Mary Elizabeth Murphy, F. Paul Wilson (Goodreads Author)",3.80,337,1996-01-01,324,One Word
Das Ikarus-Projekt - Im Zwielicht,The Icarus Project #2,"Jackie Kessler (Goodreads Author), Caitlin Kittredge",3.95,528,2011-04-08,324,None
Bøvsedragernes hemmelighed,Freddy-serien #3,Dennis Jürgensen,3.82,133,1905-06-06,324,None
"The Melancholy of Haruhi Suzumiya, Vol. 5",The Melancholy of Haruhi Suzumiya #5,"Nagaru Tanigawa (Illustrator), Noizi Itou, Gaku Tsugano",4.08,192,2010-03-23,324,Blank of Blank
Réminiscences,Les Larmes Rouges #1,Georgia Caldera,3.91,564,2022-11-11,323,One Word
The Wind in the Willows,N/A,"Malvina G. Vogel (Adapter), Lorna Tomai (Illustrator)",3.82,240,2000-08-01,323,None
Vampire Box Set 8 Books,N/A,H.T. Night (Goodreads Author),3.81,1002,2013-12-29,323,None
Coo,N/A,Kaela Noel (Goodreads Author),4.25,432,2020-03-03,323,One Word
The Hopkins Manuscript,N/A,"R.C. Sherriff, George Gamow (Introduction), Michael Moorcock (Introduction)",4.18,440,1905-06-27,323,The Adjective Noun
"Kyo Kara MAOH!, Volume 02",Kyo Kara MAOH! (Manga) #2,"Tomo Takabayashi, Temari Matsumoto (Illustrator)",4.12,161,2008-12-30,322,None
The Rose Demon,N/A,Paul Doherty,4.06,502,1998-01-08,322,The Adjective Noun
The Clinic,Tristaine #1,Cate Culpepper (Goodreads Author),3.72,192,2006-05-01,321,The One Word
The Infinite Day,The Lamb Among the Stars #4,Chris Walley,4.41,576,2008-05-28,320,The Adjective Noun
Ecos do Futuro - Parte 2,"Outlander Split-Volume Edition #7, part 2",Diana Gabaldon (Goodreads Author),4.28,448,1905-07-03,320,None
連城訣,N/A,"Jin Yong, Jin Yong",3.82,456,2004-07-01,320,One Word
El Testamento de un excentrico,Extraordinary Voyages #46,Jules Verne,3.86,274,1905-06-05,320,None
The Rescuers Down Under,N/A,Walt Disney Company,3.81,96,1992-09-24,320,None
Die Windgängerin,Drachenelfen #2,Bernhard Hennen,4.27,880,2012-10-29,320,None
Wolfsaga,N/A,Käthe Recheis,4.46,507,1994-01-01,319,One Word
Bøvl med bandagerne,Freddy-serien #5,Dennis Jürgensen,3.81,106,1905-06-10,319,None
The Further Adventures of The Joker,The Further Adventures of Batman #1b,"Martin H. Greenberg (Editor), Henry Slesar (Contributor), Joey Cavalieri (Contributor), Joe R. Lansdale (Contributor), Andy Helfer (Contributor), Stuart M. Kaminsky (Contributor), Karen Haber (Contributor), Robert R. McCammon (Contributor), more…",3.86,462,1990-01-01,319,Blank of Blank
Jaden Baker,N/A,Courtney Kirchoff (Goodreads Author),4.10,446,2011-03-16,319,None
The Princess and the Three Knights,N/A,"Karen Kingsbury (Goodreads Author), Gabrielle Grimard (Illustrator)",4.30,32,2009-07-09,319,Blank and Blank
A Larger Universe,N/A,James L. Gillaspy (Goodreads Author),3.80,0,2010-10-13,318,None
The Dust Feast,Hollow Folk #3,Gregory Ashe (Goodreads Author),4.40,567,2017-03-31,318,The Adjective Noun
Cottons: The Secret of the Wind,Cottons #1,Jim Pascoe (Goodreads Author),3.64,272,2018-07-03,318,Blank of Blank
Plan D,N/A,Simon Urban,3.18,552,1905-07-03,318,None
Paragoy Dimension,Dimensions Saga #2,T.M. Nielsen,4.27,336,2001-02-29,318,None
Olivia Kidney and the Secret Beneath the City,Olivia Kidney #3,Ellen Potter (Goodreads Author),3.94,327,2007-06-21,317,Blank and Blank
Rebel's Quest,Supreme Constellations #2,Gun Brooke,4.13,312,2007-02-01,317,None
Golden Daughter,Tales of Goldstone Wood #7,Anne Elisabeth Stengl (Goodreads Author),4.50,570,2014-11-25,316,None
"Bloodshot, Volume 4: H.A.R.D. Corps",Bloodshot (2012) #4,"Christos Gage (Writer), Joshua Dysart (Goodreads Author) (Writer), Emanuela Lupacchino (Artist), Brian Reber (Colourist)",3.60,128,2014-01-08,316,None
Before,Betwixt #0.5,Melissa Pearl (Goodreads Author),3.99,89,2022-09-13,316,One Word
"Animal Academy: Hakobune Hakusho, Volume 1",Animal Academy #1,Moyamu Fujino,3.84,192,2009-05-01,315,None
Dark Star,The Rosie Black Chronicles #3,Lara Morgan (Goodreads Author),4.03,388,2012-11-01,315,None
Dissidence,Dissidence #1,Jamie Canosa (Goodreads Author),3.80,364,2012-11-26,314,One Word
The Path of Razors,Vampire Babylon #5,Chris Marie Green (Goodreads Author),3.75,336,2009-08-04,314,Blank of Blank
Hammers in the Wind,Northern Crusade #1,Christian Warren Freed (Goodreads Author),3.43,268,2013-04-26,314,None
The World Ends in Hickory Hollow,N/A,Ardath Mayhar,3.67,172,2007-02-26,313,None
Lady in Gil,Gil Trilogy #1,Rebecca J. Bradley,3.61,277,2000-03-01,313,None
Scared Stiff: Tales of Sex and Death,N/A,Ramsey Campbell,3.58,240,2002-09-07,313,Blank of Blank
The Midnight Guardian,Millennial #1,Sarah-Jane Stratford (Goodreads Author),3.39,296,2009-10-13,312,The Adjective Noun
Irish Folk and Fairy Tales Omnibus Edition,N/A,Michael Scott (Goodreads Author),4.19,637,1989-08-24,312,Blank and Blank
Tears of a Heart,Kan Savasci Cycle #1,Chase Blackwood (Goodreads Author),3.75,470,2014-09-07,311,Blank of Blank
Violet Midnight,The Enchanters #1,Allie Burke (Goodreads Author),3.44,154,2014-05-01,311,None
The Wizard's Tale,N/A,"Kurt Busiek, David Wenzel (Illustrator)",3.91,136,1999-06-28,311,The Adjective Noun
The Shadow's Curse,The Knots Sequence #2,Amy McCulloch (Goodreads Author),3.96,,1905-07-06,310,The Adjective Noun
Singer,N/A,Jean Thesman,3.30,280,2005-04-07,309,One Word
Hospital,N/A,ToLitt (Goodreads Author),3.36,544,2007-01-01,309,One Word
Sand Daughter,N/A,Sarah Bryant (Goodreads Author),3.47,506,2006-09-30,309,None
Manara's Kama Sutra,Manara: Kamasutra #completo,Milo Manara,3.40,67,1998-03-01,308,None
Der mechanische Prinz,N/A,Andreas Steinhöfel,3.77,270,2003-02-28,308,None
Hypnerotomachia Poliphili: The Strife of Love in a Dream,N/A,"Francesco Colonna, Joscelyn Godwin (Translator)",3.98,475,1999-12-01,308,Blank of Blank
The Devil's Scribe,The Taker Trilogy #1.5,Alma Katsu (Goodreads Author),3.81,50,2012-03-13,307,The Adjective Noun
Lord Mord,N/A,Miloš Urban,3.65,361,1905-06-30,307,None
The Eternal Champion,N/A,Michael Moorcock,4.01,659,1995-08-07,307,The Adjective Noun
Demon's Bride,The Hellraisers #2,Zoe Archer (Goodreads Author),3.72,370,2012-05-01,307,None
Doglands,N/A,Tim Willocks,4.13,320,2012-01-05,307,One Word
Circle of Five,Pha Yul #1,Jan Raymond (Goodreads Author),4.19,352,2014-01-08,306,Blank of Blank
Arrow of the Mist,Arrow of the Mist #1,Christina Mercer (Goodreads Author),3.85,257,2013-03-21,306,Blank of Blank
Staying Power,Darshian Tales #3,Ann Somerville (Goodreads Author),4.16,458,2006-06-28,306,None
Brody's Ghost Volume 5,Brody's Ghost #5,"Mark Crilley, Brendan Wright (Editor)",4.29,96,2014-04-22,306,None
The Sword in the Stone,N/A,Walt Disney Company,3.92,95,Published,306,None
Een minuut eerlijkheid,N/A,"Bjørn Sortland, Femke Blekkingh-Muller (Translator)",3.70,460,2022-07-10,305,None
nightrise,Everafter #3,"Nell Stark (Goodreads Author), Trinity Tam",3.96,288,2011-08-16,305,One Word
Time and Chance,N/A,Alan Brennert (Goodreads Author),3.63,338,1990-12-01,304,Blank and Blank
The Monster Princess,Monster Princess #1,"D.J. MacHale (Goodreads Author), Alexandra Boiger (Illustrator)",3.74,40,2010-08-10,304,The Adjective Noun
Wing,The Unfinished Song #5,Tara Maya (Goodreads Author),4.35,296,2012-10-10,304,One Word
"Dangerous Favor (Poitevin Hearts, #3)",N/A,Joyce DiPastena (Goodreads Author),4.01,367,2012-01-17,303,None
Ghostly Guardian,Demon Isle Witches #1,Rachel M. Humphrey-D'aigle (Goodreads Author),3.72,92,1905-07-04,303,None
Der Incal Bd. 5: In weiter Ferne,L'Incal (Single Issues) #5,"Alejandro Jodorowsky, Mœbius",4.04,64,2012-10-01,303,None
The Sacred Band,"The Sacred Band of Stepsons Expanded ""Author's Cut"" editions #8","Janet E. Morris (Goodreads Author), Chris Morris",4.49,570,2010-04-05,302,The Adjective Noun
Hunted,Guardians' League #1,Amelia Elias,3.78,248,2006-09-19,302,One Word
My Avenging Angel,Angels and Demons #1,Madelyn Ford (Goodreads Author),3.42,69,2010-05-25,302,None
Regnbuestenen,N/A,Josefine Ottesen,3.68,221,1905-07-02,302,One Word
Piper at the Gate,Heavenly Horse #2,Mary Stanton (Goodreads Author),4.11,306,1989-11-01,302,None
